Country,Year,Variable,Unit,Value
Latvia,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,72.53
Latvia,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,70.01
Latvia,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,67.61
Latvia,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,76.25
Latvia,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,75.6
Latvia,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,76.25
Latvia,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,75.69
Latvia,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,77.23
Latvia,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,77.41
Latvia,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.9
Latvia,2000,Unspecified (other) treatment ,Percentage,4.45
Latvia,2005,Unspecified (other) treatment ,Percentage,0
Latvia,2010,Unspecified (other) treatment ,Percentage,1.7
Latvia,2011,Unspecified (other) treatment ,Percentage,0
Latvia,2012,Unspecified (other) treatment ,Percentage,0.43
Latvia,2013,Unspecified (other) treatment ,Percentage,0.34
Latvia,2014,Unspecified (other) treatment ,Percentage,0.24
Latvia,2015,Unspecified (other) treatment ,Percentage,0.11
Latvia,2016,Unspecified (other) treatment ,Percentage,0.26
Latvia,2017,Unspecified (other) treatment ,Percentage,0.1
Latvia,2000,Population connected to independent treatment,Percentage,27.47
Latvia,2005,Population connected to independent treatment,Percentage,2.1
Latvia,2010,Population connected to independent treatment,Percentage,32.39
Latvia,2011,Population connected to independent treatment,Percentage,23.75
Latvia,2012,Population connected to independent treatment,Percentage,24.4
Latvia,2013,Population connected to independent treatment,Percentage,23.76
Latvia,2014,Population connected to independent treatment,Percentage,24.26
Latvia,2015,Population connected to independent treatment,Percentage,22.73
Latvia,2016,Population connected to independent treatment,Percentage,22.58
Latvia,2017,Population connected to independent treatment,Percentage,18.18
Latvia,2000,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2005,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2011,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2012,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2013,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2014,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2015,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2016,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2017,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Latvia,2000,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,72.53
Latvia,2005,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,70.01
Latvia,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2011,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2012,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2013,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2014,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2015,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2016,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2017,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Latvia,2000,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2005,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2010,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2011,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2013,Connected to a wastewater treatment plant without treatment,Percentage,23.75
Latvia,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2016,Connected to a wastewater treatment plant without treatment,Percentage,22.59
Latvia,2017,Connected to a wastewater treatment plant without treatment,Percentage,0
Latvia,2000,Not connected to public sewerage or independent treatment,Percentage,27.47000122
Latvia,2005,Not connected to public sewerage or independent treatment,Percentage,29.98000336
Latvia,2010,Not connected to public sewerage or independent treatment,Percentage,32.38999939
Latvia,2011,Not connected to public sewerage or independent treatment,Percentage,23.58999634
Latvia,2012,Not connected to public sewerage or independent treatment,Percentage,24.38999939
Latvia,2013,Not connected to public sewerage or independent treatment,Percentage,23.90000153
Latvia,2014,Not connected to public sewerage or independent treatment,Percentage,23.30999756
Latvia,2015,Not connected to public sewerage or independent treatment,Percentage,22.76999664
Latvia,2016,Not connected to public sewerage or independent treatment,Percentage,22.73999786
Latvia,2017,Not connected to public sewerage or independent treatment,Percentage,18.09999847
Lithuania,2005,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,68.59
Lithuania,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,74.5
Lithuania,2011,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,75
Lithuania,2012,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,74.07
Lithuania,2013,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,74.18
Lithuania,2014,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,75.41
Lithuania,2015,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,76.66
Lithuania,2016,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,77.48
Lithuania,2017,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,77.6
Lithuania,2005,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2010,Connected to a wastewater treatment plant without treatment,Percentage,0.06
Lithuania,2011,Connected to a wastewater treatment plant without treatment,Percentage,0.05
Lithuania,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2013,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2014,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2015,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2016,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2017,Connected to a wastewater treatment plant without treatment,Percentage,0
Lithuania,2005,Primary treatment,Percentage,11.32
Lithuania,2010,Primary treatment,Percentage,0.02
Lithuania,2011,Primary treatment,Percentage,-4.29E-06
Lithuania,2012,Primary treatment,Percentage,0
Lithuania,2013,Primary treatment,Percentage,0
Lithuania,2014,Primary treatment,Percentage,0.18
Lithuania,2015,Primary treatment,Percentage,0.13
Lithuania,2016,Primary treatment,Percentage,0.11
Lithuania,2017,Primary treatment,Percentage,0.1
Lithuania,2005,Secondary treatment,Percentage,21.53
Lithuania,2010,Secondary treatment,Percentage,3.68
Lithuania,2011,Secondary treatment,Percentage,3.19
Lithuania,2012,Secondary treatment,Percentage,2.36
Lithuania,2013,Secondary treatment,Percentage,1.4
Lithuania,2014,Secondary treatment,Percentage,5.49
Lithuania,2015,Secondary treatment,Percentage,6.89
Lithuania,2016,Secondary treatment,Percentage,6.45
Lithuania,2017,Secondary treatment,Percentage,6.67
Lithuania,2005,Tertiary treatment,Percentage,35.74
Lithuania,2010,Tertiary treatment,Percentage,60.01
Lithuania,2011,Tertiary treatment,Percentage,61.88
Lithuania,2012,Tertiary treatment,Percentage,60.7
Lithuania,2013,Tertiary treatment,Percentage,62.86
Lithuania,2014,Tertiary treatment,Percentage,63.9
Lithuania,2015,Tertiary treatment,Percentage,65.4
Lithuania,2016,Tertiary treatment,Percentage,67.08
Lithuania,2017,Tertiary treatment,Percentage,67.11
Lithuania,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,68.59
Lithuania,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,72.24
Lithuania,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,72.95
Lithuania,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,67
Lithuania,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,67
Lithuania,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,69.6
Lithuania,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,72.4
Lithuania,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,73.6
Lithuania,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,73.9
Lithuania,2005,Unspecified (other) treatment ,Percentage,-5.72E-06
Lithuania,2010,Unspecified (other) treatment ,Percentage,8.53
Lithuania,2011,Unspecified (other) treatment ,Percentage,7.88
Lithuania,2012,Unspecified (other) treatment ,Percentage,3.9
Lithuania,2013,Unspecified (other) treatment ,Percentage,2.72
